14232300,10/24/2013,18:35:00,"Assault, Simple",Unknown/Not Available
14180795,08/04/2013,04:02:00,"Assault, Simple",Unknown/Not Available
14116109,04/20/2013,21:49:00,"Assault, Simple",Unknown/Not Available
14125801,05/04/2013,04:28:00,Rape,Unknown/Not Available
14078226,02/14/2013,13:38:00,Disorderly Conduct,Unknown/Not Available
14215042,09/27/2013,23:00:00,"Assault, Simple",Unknown/Not Available
14153240,06/22/2013,20:17:00,Runaway,Unknown/Not Available
14169396,07/18/2013,22:34:00,Trespass,Unknown/Not Available
14252388,11/26/2013,19:51:00,"Assault, Simple",Unknown/Not Available
14162500,06/28/2013,15:23:00,Sex Offenses,Unknown/Not Available
14192874,08/23/2013,17:30:00,"Assault, Simple",Unknown/Not Available
14161490,07/06/2013,09:50:00,"Assault, Simple",Unknown/Not Available
14085705,02/27/2013,20:36:00,Aggravated Assault,Unknown/Not Available
14172043,07/22/2013,17:28:00,"Assault, Simple",Unknown/Not Available
14061010,01/17/2013,09:49:00,Trespass,Unknown/Not Available
14129112,05/11/2013,20:29:00,"Assault, Simple",Unknown/Not Available
14129113,05/11/2013,20:29:00,Aggravated Assault,Unknown/Not Available
14173749,07/25/2013,16:19:00,Aggravated Assault,Unknown/Not Available
14264507,12/18/2013,05:26:00,Vandalism,Unknown/Not Available
14258558,12/08/2013,12:58:00,"Assault, Simple",Unknown/Not Available
14198065,09/02/2013,02:12:00,Disorderly Conduct,Unknown/Not Available
14183579,08/07/2013,23:40:00,Trespass,Unknown/Not Available
14191479,08/21/2013,21:13:00,Aggravated Assault,Unknown/Not Available
14197863,08/30/2013,04:35:00,Disorderly Conduct,Unknown/Not Available
14203805,09/10/2013,11:30:00,"Assault, Simple",Unknown/Not Available
14200027,09/05/2013,11:03:00,Larceny,Unknown/Not Available
14052353,01/06/2013,01:25:00,"Assault, Simple",Unknown/Not Available
14224585,10/12/2013,13:08:00,Disorderly Conduct,Unknown/Not Available
14119061,04/22/2013,16:34:00,Rape,Unknown/Not Available
14081559,02/21/2013,09:22:00,Runaway,Unknown/Not Available
14051761,01/04/2013,23:44:00,"Assault, Simple",Unknown/Not Available
14234934,10/29/2013,14:21:00,Runaway,Unknown/Not Available
14199983,09/03/2013,16:29:00,Disorderly Conduct,Unknown/Not Available
14060463,01/08/2013,12:55:00,Rape,Unknown/Not Available
14258718,12/08/2013,22:11:00,"Assault, Simple",Unknown/Not Available
14125722,04/21/2013,14:45:00,Arson,Unknown/Not Available
14178100,07/30/2013,10:21:00,Larceny,Unknown/Not Available
14162603,07/06/2013,19:25:00,"Assault, Simple",Unknown/Not Available
14070114,02/01/2013,19:00:00,Runaway,Unknown/Not Available
14228084,10/18/2013,15:10:00,Runaway,Unknown/Not Available
14257735,12/06/2013,21:37:00,Runaway,Unknown/Not Available
14129124,05/12/2013,20:34:00,Trespass,Unknown/Not Available
14069796,01/26/2013,13:25:00,Rape,Unknown/Not Available
14099173,03/23/2013,11:35:00,Disorderly Conduct,Unknown/Not Available
14096380,03/18/2013,23:08:00,"Assault, Simple",Unknown/Not Available
14152154,06/20/2013,18:30:00,Runaway,Unknown/Not Available
14097246,03/20/2013,13:52:00,"Assault, Simple",Unknown/Not Available
14229366,10/20/2013,02:45:00,Larceny,Unknown/Not Available
14185868,08/13/2013,02:24:00,Runaway,Unknown/Not Available
14195210,08/28/2013,12:54:00,Disorderly Conduct,Unknown/Not Available
14199606,09/04/2013,21:23:00,Disorderly Conduct,Unknown/Not Available
14185163,08/12/2013,12:33:00,Runaway,Unknown/Not Available
14162081,06/28/2013,23:22:00,"Assault, Simple",Unknown/Not Available
14137411,05/21/2013,10:47:00,Trespass,Unknown/Not Available
14227040,10/16/2013,23:12:00,Runaway,Unknown/Not Available
14267656,12/24/2013,01:46:00,Vandalism,Unknown/Not Available
14208441,08/22/2013,16:00:00,Sex Offenses,Unknown/Not Available
14211102,09/13/2013,13:00:00,Vandalism,Unknown/Not Available
14187180,07/30/2013,00:02:00,Arson,Unknown/Not Available
14254896,12/02/2013,14:20:00,Trespass,Unknown/Not Available
14107348,04/06/2013,22:28:00,"Assault, Simple",Unknown/Not Available
14269034,12/26/2013,16:56:00,Trespass,Unknown/Not Available
14197266,08/30/2013,17:52:00,"Assault, Simple",Unknown/Not Available
14094351,03/06/2013,14:22:00,"Assault, Simple",Unknown/Not Available
